Date,ADA,ALICE,BUSD,CLV,MUSE,BIT,MTL,KNC,MLN,PERP,SOL,NEST,COTI,DIA,GMT,MINA,TBTC,ELA,OMG,DAR,FIL,HIGH,LOOM,FLOW,RARI,UNI,SAND,1INCH,CHZ,ERN,GRT,BNT,DAI,TRIBE,XCN,COVAL,ETH,INV,PRO,YFI,ENJ,POLS,STORJ,TRAC,INDEX,GUSD,BAND,DASH,LPT,POLY,FORT,RNDR,ALGO,ORN,SUPER,MPL,DREP,DOT,HOPR,AMP,FIDA,UMA,AIOZ,GYEN,REN,ICP,JASMY,NMR,XRP,CTX,STX,API3,CRO,CTSI,REP,C98,TRU,POND,SNX,AGLD,REQ,RGT,PAX,WBTC,YFII,UST,GAL,SYN,UPI,XLM,AST,KSM,PLU,RAD,USDT,XYO,TIME,BOND,RLC,UNFI,DDX,SKL,OXT,USD,BCH,GST,ZRX,LTC,JUP,AAVE,DESO,LQTY,MONA,SYLO,KRL,MIR,AERGO,FX,MANA,VGX,RAI,ALEPH,FET,LCX,MDT,PLA,ATOM,ENS,USDC,QUICK,ARPA,AXS,BLZ,GALA,GTC,APE,CVC,NKN,NU,AVT,BADGER,CRPT,POWR,XTZ,WLUNA,SHPING,WCFG,EUR,BTRST,OGN,QNT,GBP,FARM,FOX,MASK,SUKU,ETC,AUCTION,MKR,PRQ,GODS,IDEX,SPELL,TRB,ORCA,RLY,COMP,DOGE,IOTX,MATIC,CGLD,GLM,DEXT,BAT,ABT,LINK,ZEN,ACH,SHIB,BOBA,GNT,LRC,QSP,MCO2,DYP,BAL,SNT,FORTH,GFI,MATH,SUSHI,SWFTC,OP,FIS,BTC,NCT,ROSE,MEDIA,ATA,BICO,DNT,MUSD,ALCX,AVAX,IMX,ZEC
17-Dec-2019,0,0,0,0,0,0,0,0,0,0,0.2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.95,0,0,0,0,0,0,6877.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.96,0,0,0,0,0,0,0,0,0,0,0,2.364,0,3.672,132.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96556,0,0,0,39.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046932,0.2052,1.6579,0,0,0,0,0,0.192247
18-Dec-2019,0,0,0,0,0,0,0,0,0,0,0.2178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.61,0,0,0,0,0,0,6616.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.206,0,0,0,0,0,0,0,0,0,0,0,2.191,0,3.474,121.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76073,0,0,0,36.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043288,0.1832,1.5457,0,0,0,0,0,0.177528
19-Dec-2019,0,0,0,0,0,0,0,0,0,0,0.2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.81,0,0,0,0,0,0,7288.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.502,0,0,0,0,0,0,0,0,0,0,0,2.458,0,3.8,132.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86387,0,0,0,40.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046649,0.1962,1.5786,0,0,0,0,0,0.201504
20-Dec-2019,0,0,0,0,0,0,0,0,0,0,0.2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.14,0,0,0,0,0,0,7149.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.85,0,0,0,0,0,0,0,0,0,0,0,2.452,0,3.727,128.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79905,0,0,0,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04523,0.1877,1.5041,0,0,0,0,0,0.187079
21-Dec-2019,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.47,0,0,0,0,0,0,7190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.375,0,0,0,0,0,0,0,0,0,0,0,2.482,0,4.051,128.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92076,0,0,0,40.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046373,0.1955,1.5997,0,0,0,0,0,0.192978
22-Dec-2019,0,0,0,0,0,0,0,0,0,0,0.2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.35,0,0,0,0,0,0,7143.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.741,0,0,0,0,0,0,0,0,0,0,0,2.446,0,4.092,127.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8593,0,0,0,39.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045439,0.1917,1.4714,0,0,0,0,0,0.191843
23-Dec-2019,0,0,0,0,0,0,0,0,0,0,0.2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.52,0,0,0,0,0,0,7514.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.438,0,0,0,0,0,0,0,0,0,0,0,2.542,0,4.202,132.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92418,0,0,0,41.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047334,0.1969,1.4681,0,0,0,0,0,0.191889
24-Dec-2019,0,0,0,0,0,0,0,0,0,0,0.2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.65,0,0,0,0,0,0,7310.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.791,0,0,0,0,0,0,0,0,0,0,0,2.514,0,3.986,127.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86493,0,0,0,40.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044879,0.1896,1.5113,0,0,0,0,0,0.182781
25-Dec-2019,0,0,0,0,0,0,0,0,0,0,0.2302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.74,0,0,0,0,0,0,7255.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.623,0,0,0,0,0,0,0,0,0,0,0,2.545,0,3.936,127.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.844,0,0,0,40.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045032,0.1907,1.4861,0,0,0,0,0,0.183356
26-Dec-2019,0,0,0,0,0,0,0,0,0,0,0.2285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.04,0,0,0,0,0,0,7192.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.87,0,0,0,0,0,0,0,0,0,0,0,2.479,0,4.044,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78447,0,0,0,40.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044395,0.1886,1.3995,0,0,0,0,0,0.180709
27-Dec-2019,0,0,0,0,0,0,0,0,0,0,0.2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.58,0,0,0,0,0,0,7194.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.985,0,0,0,0,0,0,0,0,0,0,0,2.512,0,4.484,125.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85443,0,0,0,39.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044672,0.189,1.3656,0,0,0,0,0,0.180636
28-Dec-2019,0,0,0,0,0,0,0,0,0,0,0.2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.97,0,0,0,0,0,0,7245.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.632,0,0,0,0,0,0,0,0,0,0,0,2.568,0,4.489,126.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.878,0,0,0,40.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045744,0.1902,1.3753,0,0,0,0,0,0.185171
29-Dec-2019,0,0,0,0,0,0,0,0,0,0,0.2319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.73,0,0,0,0,0,0,7302.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.701,0,0,0,0,0,0,0,0,0,0,0,2.622,0,4.407,127.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8713,0,0,0,42.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045854,0.1929,1.3239,0,0,0,0,0,0.184592
30-Dec-2019,0,0,0,0,0,0,0,0,0,0,0.2313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.13,0,0,0,0,0,0,7384.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.557,0,0,0,0,0,0,0,0,0,0,0,2.68,0,4.638,134.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89863,0,0,0,43.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046182,0.1964,1.311,0,0,0,0,0,0.196999
31-Dec-2019,0,0,0,0,0,0,0,0,0,0,0.2239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.51,0,0,0,0,0,0,7218.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.93,0,0,0,0,0,0,0,0,0,0,0,2.615,0,4.58,131.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81812,0,0,0,42.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045382,0.1926,1.3239,0,0,0,0,0,0.186962
01-Jan-2020,0,0,0,0,0,0,0,0,0,0,0.2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.81,0,0,0,0,0,0,7165.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.828,0,0,0,0,0,0,0,0,0,0,0,2.572,0,4.465,128.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75983,0,0,0,41.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044845,0.1923,1.344,0,0,0,0,0,0.18034
02-Jan-2020,0,0,0,0,0,0,0,0,0,0,0.2191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.62,0,0,0,0,0,0,7174.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.803,0,0,0,0,0,0,0,0,0,0,0,2.591,0,4.482,130.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80467,0,0,0,41.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045078,0.1922,1.3701,0,0,0,0,0,0.18192
03-Jan-2020,0,0,0,0,0,0,0,0,0,0,0.2134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.9,0,0,0,0,0,0,6945.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.943,0,0,0,0,0,0,0,0,0,0,0,2.446,0,4.217,126.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73534,0,0,0,39.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043438,0.187,1.2375,0,0,0,0,0,0.175382
04-Jan-2020,0,0,0,0,0,0,0,0,0,0,0.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.16,0,0,0,0,0,0,7334.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.76,0,0,0,0,0,0,0,0,0,0,0,2.637,0,4.57,134.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8004,0,0,0,42.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045609,0.1931,1.2808,0,0,0,0,0,0.181716
05-Jan-2020,0,0,0,0,0,0,0,0,0,0,0.2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.67,0,0,0,0,0,0,7348.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.039,0,0,0,0,0,0,0,0,0,0,0,2.668,0,4.751,134.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82548,0,0,0,42.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045603,0.1929,1.2562,0,0,0,0,0,0.187343
06-Jan-2020,0,0,0,0,0,0,0,0,0,0,0.2294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.59,0,0,0,0,0,0,7355.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.052,0,0,0,0,0,0,0,0,0,0,0,2.679,0,4.881,135.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79751,0,0,0,43.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045446,0.1945,1.2532,0,0,0,0,0,0.185999
07-Jan-2020,0,0,0,0,0,0,0,0,0,0,0.2425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.43,0,0,0,0,0,0,7764.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.793,0,0,0,0,0,0,0,0,0,0,0,2.855,0,5.031,144.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94179,0,0,0,45.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050521,0.2234,1.3041,0,0,0,0,0,0.196466
08-Jan-2020,0,0,0,0,0,0,0,0,0,0,0.2303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.78,0,0,0,0,0,0,8160.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.614,0,0,0,0,0,0,0,0,0,0,0,2.851,0,4.84,143.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10375,0,0,0,46.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048501,0.2138,1.2949,0,0,0,0,0,0.188087
09-Jan-2020,0,0,0,0,0,0,0,0,0,0,0.2274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.82,0,0,0,0,0,0,8047.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.178,0,0,0,0,0,0,0,0,0,0,0,2.774,0,4.948,140.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19328,0,0,0,45.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047701,0.2074,1.3318,0,0,0,0,0,0.212585
10-Jan-2020,0,0,0,0,0,0,0,0,0,0,0.2217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.86,0,0,0,0,0,0,7813.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.513,0,0,0,0,0,0,0,0,0,0,0,2.741,0,5.181,137.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19365,0,0,0,44.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047157,0.2038,1.2795,0,0,0,0,0,0.205863
11-Jan-2020,0,0,0,0,0,0,0,0,0,0,0.2258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.82,0,0,0,0,0,0,8198.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.931,0,0,0,0,0,0,0,0,0,0,0,2.981,0,5.361,144.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23102,0,0,0,49.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048054,0.213,1.3071,0,0,0,0,0,0.203033
12-Jan-2020,0,0,0,0,0,0,0,0,0,0,0.2258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.96,0,0,0,0,0,0,8017.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,2.987,0,5.55,142.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27877,0,0,0,49.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048112,0.2119,1.3021,0,0,0,0,0,0.206973
13-Jan-2020,0,0,0,0,0,0,0,0,0,0,0.2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.73,0,0,0,0,0,0,8180.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.155,0,0,0,0,0,0,0,0,0,0,0,3.211,0,5.571,146.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24048,0,0,0,51.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049059,0.2155,1.3101,0,0,0,0,0,0.218424
